"id","title","year","age","imdb","rotten_tomatoes","type"
7922,"Jamie Kennedy: Uncomfortable",2010,"18+",null,"40/100",0
7903,"Moon Point",2011,"13+",null,"40/100",0
7902,"Joe & Joe",1996,null,null,"40/100",0
7901,"Janeane Garofalo: If I May",2016,null,null,"40/100",0
7869,"Gelo",2016,null,null,"40/100",0
7870,"Heroes of the Alamo",1937,null,null,"40/100",0
7871,"Spiral",2018,null,null,"40/100",0
7874,"Blood of Redemption",2013,"18+",null,"40/100",0
7875,"A Box for Rob",2013,null,null,"40/100",0
7877,"National Lampoon's Snatched",2011,"18+",null,"40/100",0
7882,"A Deadly Legend",2020,null,null,"40/100",0
7884,"Crimson Romance",1934,null,null,"40/100",0
7890,"One Remains",2019,null,null,"40/100",0
7891,"Corsair",1931,null,null,"40/100",0
7894,"New Faces",1954,null,null,"40/100",0
7895,"Tennessee Queer",2014,null,null,"40/100",0
7896,"Jill-Michele Meleán: White / Latina",2019,null,null,"40/100",0
7897,"The Prankster",2010,null,null,"40/100",0
7899,"Christmas Coupon",2019,"all",null,"40/100",0
7943,"The Kid's Last Ride",1941,null,null,"40/100",0
7944,"Danny Boy",1945,null,null,"40/100",0
7948,"Becoming Burlesque",2019,null,null,"40/100",0
7949,"In Remembrance of Martin",1986,null,null,"40/100",0
7998,"Life After Life",2017,null,null,"39/100",0
7999,"Wild Kratts: Creatures of the Deep Sea",2016,"all",null,"39/100",0
8000,"Interviewing Monsters and Bigfoot",2020,"16+",null,"39/100",0
8002,"Chad Daniels: As Is",2012,null,null,"39/100",0
8007,"Garden of Hedon",2013,null,null,"39/100",0
8009,"Jigsaw",2002,"18+",null,"39/100",0
8010,"Kim McVicar: Please Notice Me",2020,null,null,"39/100",0
8014,"Danger Street",1947,null,null,"39/100",0
8018,"The Count of Monte Cristo",1996,null,null,"39/100",0
8024,"Blitzed: Nazis on Drugs",2018,null,null,"39/100",0
8029,"Into His Arms",1999,null,null,"39/100",0
8031,"Miracle Dogs Too",2006,"7+",null,"39/100",0
8032,"Nick Thune: Good Guy",2016,null,null,"39/100",0
8033,"Quit",2010,null,null,"39/100",0
8034,"Griefwalker",2008,null,null,"39/100",0
7997,"Greg Warren: Where the Field Corn Grows",2020,null,null,"39/100",0
8220,"Captured in Chinatown",1935,null,null,"38/100",0
7996,"One Hit From Home",2012,null,null,"39/100",0
7989,"Love Simple",2009,null,null,"39/100",0
7953,"No Surrender",2011,"7+",null,"40/100",0
7955,"Fear of Clowns",2004,"18+",null,"40/100",0
7957,"Uncle P",2007,"7+",null,"40/100",0
7963,"Purgatory",1988,null,null,"40/100",0
7964,"Underplayed",2020,null,null,"40/100",0
7967,"The Love Letter",2013,null,null,"40/100",0
7968,"Nine Lives",2002,"18+",null,"40/100",0
7970,"James McNeill Whistler and the Case for Beauty",2014,null,null,"40/100",0
7973,"Boy of the Streets",1937,null,null,"40/100",0
7976,"Who Wrote the New Testament?",2013,null,null,"40/100",0
7979,"Dancing Pirate",1936,null,null,"39/100",0
7980,"Courageous Love",2017,null,null,"39/100",0
7981,"Love and Love Only",2016,null,null,"39/100",0
7985,"Bullwhip",1958,null,null,"39/100",0
7988,"She's Not Our Sister",2011,null,null,"39/100",0
7994,"Hope Dances",2017,"7+",null,"39/100",0
8222,"The Fidel Castro Tapes",2014,"7+",null,"38/100",0
8223,"Solar Flare",2008,"13+",null,"38/100",0
8224,"Baby Cat",1983,"18+",null,"38/100",0
8432,"Monte Carlo Nights",1934,null,null,"36/100",0
8435,"Gallagher: That's Stupid",1982,null,null,"36/100",0
8447,"Prayer Never Fails",2016,"7+",null,"35/100",0
8452,"Jaws of Justice",1933,null,null,"35/100",0
8454,"Wallaby Jim of the Islands",1937,null,null,"35/100",0
8459,"Convention Girl",1935,null,null,"35/100",0
8424,"Tuareg: Desert Warrior",1984,null,null,"36/100",0
8460,"Paradise Isle",1937,null,null,"35/100",0
8467,"William Lee Martin: Standing in the Middle",2019,null,null,"35/100",0
8468,"Blackmail",2017,null,null,"35/100",0
8469,"Moonfire",1973,"7+",null,"35/100",0
8470,"Sky Racket",1937,null,null,"35/100",0
8473,"Stinger",2005,"18+",null,"35/100",0
8476,"The Dance",2019,null,null,"35/100",0
8462,"Inside the Law",1942,null,null,"35/100",0
8423,"When the Lights Go On Again",1944,null,null,"36/100",0
8422,"Switchin' The Script",2012,null,null,"36/100",0
8421,"Queen of the Yukon",1940,null,null,"36/100",0
8396,"Black History Activators",2020,null,null,"36/100",0
8397,"Before All Others",2016,"7+",null,"36/100",0
8401,"Scary Bride",2020,null,null,"36/100",0
8402,"Elayne Boosler: Party of One",1986,null,null,"36/100",0
8403,"Waiting on Mary",2016,null,null,"36/100",0
8404,"Honeymoon Limited",1935,null,null,"36/100",0
7826,"Bacterium",2006,"13+",null,"41/100",0
8405,"The Adventures of Petey and Friends",2016,null,null,"36/100",0
8406,"Reg'lar Fellers",1941,null,null,"36/100",0
8410,"Diamond in the Rough",2019,null,null,"36/100",0
8411,"Ian Bagg: Conversations",2018,null,null,"36/100",0
8413,"I'd Give My Life",1936,null,null,"36/100",0
8415,"John Heffron: Middle Class Funny",2009,null,null,"36/100",0
8416,"Sing Sing Nights",1934,null,null,"36/100",0
8418,"Marina Franklin: Single Black Female",2019,null,null,"36/100",0
8419,"Jimmy Dore: Sentenced To Live",2015,null,null,"36/100",0
8477,"Laundry Day",2018,null,null,"35/100",0
8478,"Jeff Garcia: The Ten Dollar Ticket",2009,null,null,"35/100",0
8479,"Fishbowl",2021,null,null,"35/100",0
8480,"Honor Amongst Men",2018,null,null,"35/100",0
8529,"The Young Land",1959,null,null,"33/100",0
8532,"Any Last Words?",2012,"13+",null,"33/100",0
8534,"A Box of Faith",2015,"all",null,"33/100",0
8536,"18 Vayasu",2012,null,null,"32/100",0
8537,"Konga TNT",2020,null,null,"32/100",0
8539,"Marital Problems",2017,null,null,"32/100",0
8540,"Forbidden Secrets",2005,"16+",null,"32/100",0
8543,"Arrest Bulldog Drummond",1938,"all",null,"31/100",0
8545,"Brash Boys Club",2020,null,null,"31/100",0
8547,"Return of the Tiger",1977,null,null,"30/100",0
8550,"Border Blues",2004,"18+",null,"30/100",0
8551,"Hollow Scream",2018,null,null,"30/100",0
8552,"Payback",2007,"18+",null,"30/100",0
8555,"Clay",2008,null,null,"29/100",0
8556,"All Babes Want To Kill Me",2005,"13+",null,"29/100",0
8528,"Captain Calamity",1936,null,null,"33/100",0
8395,"Finding Jesus",2020,"all",null,"36/100",0
8527,"Tusks",1988,"18+",null,"33/100",0
8517,"The Reunited States",2020,null,null,"33/100",0
8482,"Sasheer Zamata: Pizza Mind",2017,"18+",null,"35/100",0
8485,"Tartarus",2005,null,null,"35/100",0
8487,"Dancing Ninja",2010,null,null,"35/100",0
8489,"Templar Nation",2013,"13+",null,"35/100",0
8492,"Claudia Oshry: Disgraced Queen",2020,null,null,"34/100",0
8496,"The Cat in the Hat Knows a Lot About Camping!",2016,null,null,"34/100",0
8497,"Italy's Mystery Mountains",2014,null,null,"34/100",0
8498,"The Yousers",2018,null,null,"34/100",0
8504,"Mummy Dearest",2021,null,null,"34/100",0
8505,"1/2 New Year",2019,null,null,"34/100",0
8507,"Evan Straw",2010,"13+",null,"34/100",0
8511,"Drastic Measures",2019,"7+",null,"34/100",0
8512,"Terror at Bigfoot Pond",2020,"18+",null,"34/100",0
8513,"Snitch'd",2003,"18+",null,"34/100",0
8514,"Pink Heat",2015,null,null,"34/100",0
8524,"Zabardast",2007,null,null,"33/100",0
7868,"School Spirits",2017,null,null,"40/100",0
8386,"Student of the Year 2",2019,null,null,"36/100",0
8384,"Nicole Burch: Never Been Kissed",2020,null,null,"36/100",0
8272,"Ambush at Dark Canyon",2012,"18+",null,"37/100",0
8273,"Hold",2009,null,null,"37/100",0
8276,"Turned Out",2019,null,null,"37/100",0
8277,"Gallagher: An Uncensored Evening",1980,null,null,"37/100",0
8280,"Blanche",2018,"7+",null,"37/100",0
8282,"Making a Killing",2018,"18+",null,"37/100",0
8271,"Nocturnal Agony",2014,null,null,"37/100",0
8283,"Musclecar",2017,null,null,"37/100",0
8289,"Luv Ka The End",2011,"7+",null,"37/100",0
8293,"From Other Worlds",2004,"13+",null,"37/100",0
8294,"Red Sea",2016,"all",null,"37/100",0
8295,"Timber Queen",1944,null,null,"37/100",0
8296,"A Wonderful Christmas",2006,"7+",null,"37/100",0
8298,"A Room Full of Nothing",2019,null,null,"37/100",0
8288,"Jay Mohr: American Treasure",2020,null,null,"37/100",0
8270,"Guns Don't Argue",1957,null,null,"37/100",0
8264,"Riders of the Rockies",1937,"7+",null,"37/100",0
8263,"Yellowneck",1955,null,null,"37/100",0
8225,"Brothers O'Toole",1973,"all",null,"38/100",0
8227,"Faith's Song",2017,null,null,"38/100",0
8230,"Held For Ransom",1938,null,null,"38/100",0
8236,"Mr. Reckless",1948,null,null,"38/100",0
8237,"Hearts in Bondage",1936,null,null,"38/100",0
8239,"All Over Town",1937,null,null,"38/100",0
8245,"Virus Shark",2021,null,null,"38/100",0
8247,"Shadow Government",2009,null,null,"38/100",0
8251,"Miracle on Highway 34",2020,null,null,"38/100",0
8252,"A Million Hits",2018,null,null,"38/100",0
8253,"Hot Mess",2017,null,null,"37/100",0
8255,"A New Husband for Christmas",2020,null,null,"37/100",0
8258,"Lilith",2018,null,null,"37/100",0
8259,"Magic Max",2021,"13+",null,"37/100",0
8262,"Caryl of the Mountains",1936,null,null,"37/100",0
8299,"The Outdoorsman",2017,"13+",null,"37/100",0
8304,"Michael Loftus: You've Changed",2009,null,null,"37/100",0
8305,"The Fatal Hour",1940,null,null,"37/100",0
8307,"Blonde Comet",1941,null,null,"37/100",0
8351,"And There Were 4",2018,null,null,"36/100",0
8352,"Kiss the Bride",2011,"13+",null,"36/100",0
8353,"Meet Dr. Christian",1939,null,null,"36/100",0
8355,"Maximum Impact",2017,null,null,"36/100",0
8359,"Secondhand Hearts",2017,"16+",null,"36/100",0
8360,"Navy Secrets",1939,null,null,"36/100",0
8362,"Craig Shoemaker: Daditude",2012,"18+",null,"36/100",0
8364,"Jugni",2016,"7+",null,"36/100",0
8368,"Lady of Guadalupe",2020,null,null,"36/100",0
8369,"Assassin's Game",2015,"18+",null,"36/100",0
8374,"First Lady",2020,"7+",null,"36/100",0
8376,"Painter",2020,"7+",null,"36/100",0
8377,"Hollywood High",1976,"18+",null,"36/100",0
8378,"Silver Stallion",1941,null,null,"36/100",0
8382,"Elfette Saves Christmas",2019,null,null,"36/100",0
8350,"Dogged",2017,"18+",null,"37/100",0
8385,"Choosi Choodangaane",2020,null,null,"36/100",0
8348,"Kaashmora",2016,null,null,"37/100",0
8344,"Here's Flash Casey",1938,null,null,"37/100",0
8308,"Android Uprising",2020,null,null,"37/100",0
8311,"Nakhuda",1981,"7+",null,"37/100",0
8312,"The Courageous Dr. Christian",1940,null,null,"37/100",0
8313,"Got My Hustle Up",2018,null,null,"37/100",0
8322,"Redhead",1941,null,null,"37/100",0
8323,"Western Gold",1937,null,null,"37/100",0
8327,"Timelock",1996,null,null,"37/100",0
8328,"Officer",2018,null,null,"37/100",0
8330,"Heathens and Thieves",2012,"18+",null,"37/100",0
8332,"Elodie",2019,null,null,"37/100",0
8333,"Premasathi Vattel Te",1987,null,null,"37/100",0
8334,"Zero Tolerance",2014,null,null,"37/100",0
8336,"The Shop",2014,null,null,"37/100",0
8339,"Jasper Redd: Jazz Talk",2014,null,null,"37/100",0
8340,"Darra",2016,null,null,"37/100",0
8346,"Shhhh",2014,null,null,"37/100",0
7867,"Tenkai Knights",2013,null,null,"40/100",0
7865,"Kanchana",2011,null,null,"40/100",0
7863,"After School",1988,"18+",null,"40/100",0
7458,"Minesweeper",1943,null,null,"43/100",0
7462,"Global Meltdown",2017,"18+",null,"43/100",0
7464,"The Painted Hills",1951,"all",null,"43/100",0
7466,"Sinful",2020,null,null,"43/100",0
7467,"The Florentine",1999,"18+",null,"43/100",0
7470,"Dirty Dirty Jokes",1984,"18+",null,"43/100",0
7457,"Grandma's House",2016,"7+",null,"43/100",0
7471,"The Missouri Traveler",1958,null,null,"43/100",0
7473,"Takedown",2010,"18+",null,"43/100",0
7477,"Mule Train",1950,null,null,"43/100",0
7478,"He's Mine Not Yours",2011,null,null,"43/100",0
7480,"Doctor Blood's Coffin",1961,null,null,"43/100",0
7481,"Diana: The Royal Truth",2017,null,null,"43/100",0
7485,"Bryan Callen: Complicated Apes",2019,null,null,"43/100",0
7472,"Relentless",2020,null,null,"43/100",0
7455,"The Zombie King",2013,null,null,"43/100",0
7453,"LAW",2020,null,null,"43/100",0
7452,"Don't Call Me Bigfoot",2020,"7+",null,"43/100",0
7421,"""Dennis Miller: Fake News, Real Jokes""",2018,null,null,"43/100",0
7423,"Midnight Stallion",2013,null,null,"43/100",0
7425,"Smiley Face Killers",2020,"18+",null,"43/100",0
7427,"Pearl",2020,null,null,"43/100",0
7428,"Under Western Stars",1938,null,null,"43/100",0
7431,"Who Put The Klan Into Ku Klux Klan",2018,null,null,"43/100",0
7433,"Look Again",2012,null,null,"43/100",0
7435,"My First Love",2015,null,null,"43/100",0
7436,"Who Needs Enemies",2013,"18+",null,"43/100",0
7437,"Custer's Last Stand",1936,null,null,"43/100",0
7438,"Bells of San Angelo",1947,null,null,"43/100",0
7442,"Happy Hour",2003,"16+",null,"43/100",0
7443,"Black Boys",2020,null,null,"43/100",0
7446,"The Bray Road Beast",2018,null,null,"43/100",0
7451,"Boyfriend Killer",2017,"16+",null,"43/100",0
7486,"JFK's Women: The Scandals Revealed",2006,null,null,"43/100",0
7492,"Tio Papi",2013,"7+",null,"43/100",0
7493,"A Fine Step",2014,"7+",null,"43/100",0
7496,"The Capture",1950,null,null,"43/100",0
7529,"Four Enchanted Sisters",2020,"7+",null,"42/100",0
7532,"Secrets",2017,"13+",null,"42/100",0
7533,"Amar Akbar Anthony",2018,null,null,"42/100",0
7534,"Erik Griffin: AmERIKan Warrior",2018,"18+",null,"42/100",0
7535,"Escape and Evasion",2019,"16+",null,"42/100",0
7536,"Painted Horses",2017,null,null,"42/100",0
7541,"Gun and a Hotel Bible",2021,null,null,"42/100",0
7547,"La Cucaracha",1998,"18+",null,"42/100",0
7551,"""ETs Among Us 2: Our Alien Origins, Antarctica, Mars and Beyond""",2018,null,null,"42/100",0
7553,"The Perfect Victim",2012,"13+",null,"42/100",0
7556,"Wild Faith",2017,"7+",null,"42/100",0
7557,"""Angry, White and American""",2017,"13+",null,"42/100",0
7559,"The Wereth Eleven",2011,null,null,"42/100",0
7560,"Hampton's Legion",2021,null,null,"42/100",0
7561,"Mr. Imperium",1951,null,null,"42/100",0
7528,"Blockade",1938,null,null,"42/100",0
7414,"Seven Alone",1974,"all",null,"43/100",0
7527,"Tom Wilson: Bigger Than You",2011,null,null,"42/100",0
7521,"Marvin & Tige",1985,"7+",null,"42/100",0
7497,"The Stalker",2020,null,null,"43/100",0
7498,"Last Call",2012,null,null,"43/100",0
7501,"The Real Lost World",2006,null,null,"42/100",0
7502,"Soul Assassin",2001,"18+",null,"42/100",0
7503,"Boyz 2",2018,null,null,"42/100",0
7504,"Roommate Wanted",2015,"18+",null,"42/100",0
7506,"Wives Under Suspicion",1938,null,null,"42/100",0
7508,"Babru",2019,null,null,"42/100",0
7509,"Gallagher: Over Your Head",1984,null,null,"42/100",0
7513,"Silence Patton",2018,null,null,"42/100",0
7515,"Ice Spiders",2007,"18+",null,"42/100",0
7517,"Infected",2013,"18+",null,"42/100",0
7518,"Breaking Wind",2012,"18+",null,"42/100",0
7519,"Prince of Central Park",2000,"13+",null,"42/100",0
7520,"Lake Los Angeles",2014,"7+",null,"42/100",0
7522,"Falls Around Her",2018,null,null,"42/100",0
7563,"The Real Macaw",1998,"all",null,"42/100",0
7412,"Kuldip Patwal: I Didn't Do It!",2018,null,null,"43/100",0
7409,"Ice Princess Lily",2018,"7+",null,"43/100",0
7303,"The Legend of Halloween Jack",2018,"18+",null,"44/100",0
7305,"Northern Borders",2015,null,null,"44/100",0
7306,"Arnez J: Racially Motivated",2013,null,null,"44/100",0
7311,"The Custodian",2012,"7+",null,"44/100",0
7312,"A Country Christmas",2013,"7+",null,"44/100",0
7313,"Bells of Rosarita",1945,"all",null,"44/100",0
7299,"Angel of Death",1990,null,null,"44/100",0
7318,"Hal Sparks: Charmageddon",2010,null,null,"44/100",0
7321,"Hirokin: The Last Samurai",2012,"18+",null,"44/100",0
7322,"Clockwork Orange County",2012,null,null,"44/100",0
7324,"8 Days",2014,"13+",null,"44/100",0
7326,"Remember Pearl Harbor",2016,"7+",null,"44/100",0
7328,"Good Intentions",2010,"13+",null,"44/100",0
7331,"I Saw Mommy Kissing Santa Claus",2002,"7+",null,"44/100",0
7320,"Elyse",2020,null,null,"44/100",0
7298,"Throwback Holiday",2018,null,null,"44/100",0
7297,"Return to Paradise",1953,null,null,"44/100",0
7295,"Barista",2015,null,null,"44/100",0
7269,"Sensitivity Training",2016,null,null,"44/100",0
7270,"Sidekick",2005,null,null,"44/100",0
7271,"Marjaavaan",2019,null,null,"44/100",0
7272,"Death of a Child",2017,"13+",null,"44/100",0
7275,"Any Bullet Will Do",2019,null,null,"44/100",0
7277,"Lady Valor: The Kristin Beck Story",2014,null,null,"44/100",0
7278,"One Rainy Afternoon",1936,null,null,"44/100",0
7279,"Hollywood North",2004,"18+",null,"44/100",0
7281,"Ape Canyon",2021,null,null,"44/100",0
7283,"The Basket",2000,"7+",null,"44/100",0
7284,"A Thousand Junkies",2017,"18+",null,"44/100",0
7287,"For the Love of Money",2012,"18+",null,"44/100",0
7292,"Fighting the Odds: The Marilyn Gambrell Story",2005,null,null,"44/100",0
7293,"""Daniel Boone, Trail Blazer""",1956,"all",null,"44/100",0
7294,"Beast Mode",2020,"18+",null,"44/100",0
7334,"Sabretooth",2002,"18+",null,"44/100",0
7337,"Travis Turner",2021,null,null,"44/100",0
7338,"Nightingale: A Melody of Life",2021,null,null,"43/100",0
7377,"A Haunting on Washington Avenue: The Temple Theatre",2014,null,null,"43/100",0
7378,"Alcatraz",2018,null,null,"43/100",0
7381,"Money Kings",1998,"18+",null,"43/100",0
7386,"Under Nevada Skies",1946,"all",null,"43/100",0
7388,"Tobruk",2008,null,null,"43/100",0
7391,"At Granny's House",2015,null,null,"43/100",0
7392,"Terrordactyl",2016,null,null,"43/100",0
7393,"A Time for Heaven",2017,null,null,"43/100",0
7397,"Angel of the Skies",2013,"13+",null,"43/100",0
7399,"Extraordinary: The Seeding",2019,null,null,"43/100",0
7400,"Kilroy",2021,null,null,"43/100",0
7403,"Henry & Me",2014,"7+",null,"43/100",0
7405,"Instant Death",2017,null,null,"43/100",0
7407,"Petunia",2013,null,null,"43/100",0
7408,"Dragon Day",2013,"7+",null,"43/100",0
7376,"Stealing Paradise",2012,"16+",null,"43/100",0
7410,"Mickey",1948,null,null,"43/100",0
7374,"Atone",2019,null,null,"43/100",0
7368,"3 Magic Words",2010,"all",null,"43/100",0
7341,"Darling Nikki",2019,null,null,"43/100",0
7342,"The Pollinators",2019,null,null,"43/100",0
7344,"Miracle Dogs",2003,"all",null,"43/100",0
7345,"I Cover the Waterfront",1933,null,null,"43/100",0
7349,"Useless",2020,"7+",null,"43/100",0
7350,"Lavell Crawford: Home for the Holidays",2017,"18+",null,"43/100",0
7352,"Aries Spears: Comedy Blueprint",2016,null,null,"43/100",0
7356,"Wolf",2012,null,null,"43/100",0
7357,"Sufiyum Sujatayum",2020,null,null,"43/100",0
7358,"Marshall's Miracle",2015,"7+",null,"43/100",0
7359,"The Legend of Swee' Pea",2015,null,null,"43/100",0
7360,"Springtime in the Sierras",1947,null,null,"43/100",0
7362,"Backstabbed",2016,"7+",null,"43/100",0
7364,"Gamera: Super Monster",1980,null,null,"43/100",0
7365,"At the Fork",2016,null,null,"43/100",0
7373,"The Believer",2021,null,null,"43/100",0
8565,"Bank Alarm",1937,null,null,"26/100",0
7564,"The Christmas Elves",1995,null,null,"42/100",0
7567,"The Busy Little Engine",2005,null,null,"42/100",0
7746,"Snoop Dogg Presents The Bad Girls of Comedy",2012,"18+",null,"41/100",0
7749,"Kanna Laddu Thinna Aasaiya",2013,null,null,"41/100",0
7751,"Swing Hostess",1944,null,null,"41/100",0
7752,"Dov Davidoff: Lower Your Expectations",2016,null,null,"41/100",0
7753,"Dead Man's Cards",2006,"13+",null,"41/100",0
7759,"Stay",2018,null,null,"41/100",0
7745,"West by Orphan Train",2014,null,null,"41/100",0
7762,"Dreaming Out Loud",1940,"7+",null,"41/100",0
7771,"High Voltage",1929,null,null,"41/100",0
7772,"The Job",2003,"18+",null,"41/100",0
7775,"Steve Lemme & Kevin Heffernan: The Potential Farewell Tour",2018,null,null,"41/100",0
7778,"Alonzo Bodden: Historically Incorrect",2016,"18+",null,"41/100",0
7781,"Juncture",2007,"18+",null,"41/100",0
7784,"Texans Never Cry",1951,null,null,"41/100",0
7767,"Pete Correale: Let Me Tell Ya",2015,null,null,"41/100",0
7744,"The New Adventures of Peter Rabbit",1995,null,null,"41/100",0
7743,"Gallagher: Melon Crazy",1984,null,null,"41/100",0
7742,"Musical Chairs",2012,"13+",null,"41/100",0
7709,"William the Conqueror",2015,null,null,"41/100",0
7710,"Don't Look Down",2016,null,null,"41/100",0
7711,"American Visa",2005,"18+",null,"41/100",0
7712,"Mike Case in: The Big Kiss Off",2013,null,null,"41/100",0
7713,"The Bid",2021,"18+",null,"41/100",0
7716,"The Fear",2013,null,null,"41/100",0
7718,"Forest Fairies",2015,"all",null,"41/100",0
7722,"Eggy",2015,null,null,"41/100",0
7724,"In the Blink of an Eye",1996,null,null,"41/100",0
7727,"Blackmark",2018,null,null,"41/100",0
7730,"Lady in the Death House",1944,null,null,"41/100",0
7732,"The Moors Murders",1999,null,null,"41/100",0
7734,"The Groom Wore Spurs",1951,null,null,"41/100",0
7735,"The Big Sombrero",1949,null,null,"41/100",0
7739,"The Astral Factor",1976,"7+",null,"41/100",0
7786,"Indian Territory",1950,null,null,"41/100",0
7788,"Burma",2014,null,null,"41/100",0
7789,"Last Summer in the Hamptons",1995,"18+",null,"41/100",0
7790,"Lured Innocence",2000,"18+",null,"41/100",0
7833,"Coming Out",2014,null,null,"40/100",0
7835,"Answers to Nothing",2011,"18+",null,"40/100",0
7839,"Sitting on the Moon",1936,null,null,"40/100",0
7841,"""Barry Brewer: Chicago, I'm Home""",2019,null,null,"40/100",0
7843,"All We Got",2021,null,null,"40/100",0
7846,"The Fighter",1952,null,null,"40/100",0
7850,"Stormswept",1995,"18+",null,"40/100",0
7851,"The Horse Dancer",2017,"all",null,"40/100",0
7852,"In the Year 2889",1967,null,null,"40/100",0
7853,"Ruta Madre",2019,"13+",null,"40/100",0
7854,"Loaded Pistols",1948,null,null,"40/100",0
7855,"Respite",2020,null,null,"40/100",0
7856,"""Come On, Tarzan""",1932,null,null,"40/100",0
7858,"The Bridgewater Triangle",2013,null,null,"40/100",0
7860,"Good Grief It's Friday",2021,null,null,"40/100",0
7832,"Dead Voices",2020,null,null,"41/100",0
7708,"San Fernando Valley",1944,null,null,"41/100",0
7830,"Copper Mountain",1983,null,null,"41/100",0
7828,"Nicole",2019,null,null,"41/100",0
7791,"Confessions of an Action Star",2009,"13+",null,"41/100",0
7796,"All Good Things",2019,null,null,"41/100",0
7799,"Rickover: The Birth of Nuclear Power",2014,"7+",null,"41/100",0
7801,"Branded a Coward",1935,null,null,"41/100",0
7802,"Race Against Time: The Search for Sarah",1996,null,null,"41/100",0
7805,"Come Morning",2012,null,null,"41/100",0
7807,"Buckskin Frontier",1943,null,null,"41/100",0
7808,"Party Girl",1930,null,null,"41/100",0
7809,"Josh Blue: Delete",2016,null,null,"41/100",0
7813,"See Jane Run",1995,null,null,"41/100",0
7815,"Equal Means Equal",2016,null,null,"41/100",0
7817,"Mitchell",1975,"18+",null,"41/100",0
7821,"He Watches Over Me",2018,null,null,"41/100",0
7825,"The Rocket",2018,null,null,"41/100",0
7829,"The World's Oldest Living Bridesmaid",1990,null,null,"41/100",0
7565,"Gary Gulman: Boyish Man",2005,null,null,"42/100",0
7703,"Voyage to the Planet of Prehistoric Women",1968,"7+",null,"41/100",0
7701,"Vinaya Vidheya Rama",2019,null,null,"41/100",0
7606,"CRSHD",2019,null,null,"42/100",0
7608,"The Hired Heart",1997,"7+",null,"42/100",0
7614,"Werewolf",2020,null,null,"42/100",0
7615,"Separate Ways",1981,"18+",null,"42/100",0
7620,"Meteor Moon",2020,"7+",null,"42/100",0
7621,"Maggie's War",2012,null,null,"42/100",0
7605,"Wild Kratts: Creepy Creatures",2018,"all",null,"42/100",0
7623,"High: The True Tale of American Marijuana",2008,null,null,"42/100",0
7625,"DIVOS!",2020,null,null,"42/100",0
7626,"The Eagle and the Hawk",1950,null,null,"42/100",0
7628,"The Coverup",2008,"18+",null,"42/100",0
7632,"Rudy Ruettiger: The Walk On",2017,null,null,"42/100",0
7633,"Suburban Nightmare",2004,"18+",null,"42/100",0
7635,"Snowbound for Christmas",2019,"7+",null,"42/100",0
7624,"Striking Range",2006,"18+",null,"42/100",0
7604,"Before Your Time",2017,"all",null,"42/100",0
7602,"Red Sun Rising",1994,"18+",null,"42/100",0
7600,"Iliza Shlesinger: Over & Over",2019,null,null,"42/100",0
7568,"Marina",2012,null,null,"42/100",0
7569,"Dope Fiend",2017,null,null,"42/100",0
7570,"Raabta",2017,null,null,"42/100",0
7572,"Lillith",2019,null,null,"42/100",0
7577,"Before Dawn",2013,null,null,"42/100",0
7578,"Dan Cummins: Don't Wake The Bear",2017,null,null,"42/100",0
7581,"Alien Intruder",1993,"18+",null,"42/100",0
7582,"Wedding Swingers",2018,null,null,"42/100",0
7584,"Blood and Lace",1971,"18+",null,"42/100",0
7589,"Copper Bill",2020,"7+",null,"42/100",0
7591,"Samar",2013,null,null,"42/100",0
7593,"The Wrong Babysitter",2017,"16+",null,"42/100",0
7595,"The Missing Corpse",1945,null,null,"42/100",0
7597,"Ghetto Dawg",2002,"18+",null,"42/100",0
7598,"Jack White: Kneeling At The Anthem D.C.",2018,null,null,"42/100",0
7636,"Lost Holiday",2019,null,null,"42/100",0
7637,"Forgotten Ellis Island",2008,"7+",null,"42/100",0
7638,"Savage Island",2004,"18+",null,"42/100",0
7641,"The Far Frontier",1948,null,null,"42/100",0
7678,"""Love, Repeat""",2020,null,null,"41/100",0
7680,"Seed of Innocence",1980,"18+",null,"41/100",0
7681,"Sakka Podu Podu Raja",2017,null,null,"41/100",0
7683,"Double Down",2020,null,null,"41/100",0
7684,"100 Kilos",2001,"18+",null,"41/100",0
7685,"The Majestic Life of Queen Elizabeth II",2013,null,null,"41/100",0
7686,"Jack the Reaper",2011,"18+",null,"41/100",0
7687,"Mayor Cupcake",2011,"7+",null,"41/100",0
7688,"Shoot First And Pray You Live",2008,"18+",null,"41/100",0
7690,"Bunnyman Vengeance",2017,null,null,"41/100",0
7691,"""Kevin Nealon: Whelmed, But Not Overly""",2012,"16+",null,"41/100",0
7692,"Ekaj",2015,null,null,"41/100",0
7694,"Stagecoach to Denver",1946,"all",null,"41/100",0
7695,"Nick Di Paolo: Raw Nerve",2011,"18+",null,"41/100",0
7696,"Four Seasons Lodge",2008,null,null,"41/100",0
7677,"Perfect Plan",2010,"18+",null,"41/100",0
7702,"Willie Barcena: The Truth Hurts",2016,null,null,"41/100",0
7675,"""An American Girl Story: Summer Camp, Friends For Life""",2017,null,null,"41/100",0
7672,"Calendar Girl",1947,null,null,"42/100",0
7645,"Bail Out",1989,"18+",null,"42/100",0
7646,"Sharing the Secret",2000,null,null,"42/100",0
7647,"The Devil to Pay",2020,"18+",null,"42/100",0
7652,"Revelation Trail",2014,"18+",null,"42/100",0
7653,"Riders of the Whistling Pines",1949,null,null,"42/100",0
